expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
切開,せっかい,"opening up, cutting through",JLPT_1 JLPT,j3{#e(JGO?,"การเปิดออก การตัดผ่าน, การผ่า, การกรีด, การแยกออก",怪我をしたので切開しました。,ฉันถูกผ่าเพราะได้รับบาดเจ็บ
セックス,セックス,sex,JLPT_1 JLPT,p^XJZeb_m$,"เพศ, เพศสัมพันธ์, การร่วมเพศ, อวัยวะเพศ",セックスについて話します。,เราจะพูดคุยเรื่องเพศ
切実,せつじつ,"compelling, serious, severe, acute",JLPT_1 JLPT,"b(%wDAP,4<","น่าสนใจ, จริงจัง, รุนแรง, เฉียบพลัน",切実な願いがあります。,ฉันมีความปรารถนาอันแรงกล้า
接触,せっしょく,"touch, contact",JLPT_1 JLPT,euP9o6khjK,"สัมผัส, ติดต่อ, การแตะ, การปะทะ",彼と接触しました。,ฉันได้ติดต่อกับเขา
接続詞,せつぞくし,conjunction,JLPT_1 JLPT,jxx/dj^^[F,"การเชื่อมโยง, คำสันธาน, ตัวเชื่อม, คำเชื่อม",「そして」は接続詞です。,คำว่า 'และ' เป็นคำสันธาน
設置,せっち,"establishment, institution",JLPT_1 JLPT,dTa#ev1!lY,"การจัดตั้ง สถาบัน, การก่อตั้ง, การวาง, การติดตั้ง",新しい学校を設置します。,เราจะจัดตั้งโรงเรียนใหม่
折衷,せっちゅう,"compromise, cross, blending, eclecticism",JLPT_1 JLPT,z.Jdo5|UwK,"การประนีประนอม, การผสมผสาน, การผสานรวม, ความหลากหลายทางสไตล์",二つの意見を折衷しました。,ฉันประนีประนอมความคิดเห็นทั้งสอง
設定,せってい,"establishment, creation",JLPT_1 JLPT,EL[q3!y3K%,"การก่อตั้ง การสร้าง, การกำหนดค่า, การจัดตั้ง, การตั้งค่า",設定を変更します。,ฉันจะเปลี่ยนการตั้งค่า
説得,せっとく,persuasion,JLPT_1 JLPT,p@nzS4e%Pe,"การโน้มน้าวใจ, การชักจูง, การหว่านล้อม, การเกลี้ยกล่อม",友達を説得しました。,ฉันโน้มน้าวเพื่อน
切ない,せつない,"painful, trying, sad",JLPT_1 JLPT,Op2N@ZY@PL,"เจ็บปวด ยากลำบาก เศร้า, ทรมาน, ยากเย็น, เสียใจ",別れるのは切ないです。,การจากลาทำให้เจ็บปวด
絶版,ぜっぱん,out of print,JLPT_1 JLPT,wscau>2!!B,"หมดสต็อกแล้ว, เลิกพิมพ์, ไม่พิมพ์แล้ว, ไม่มีวางจำหน่าย",この本はもう絶版です。,หนังสือเล่มนี้เลิกพิมพ์แล้ว
設立,せつりつ,"establishment, foundation, institution",JLPT_1 JLPT,nV|*LLs6}!,"การก่อตั้ง, มูลนิธิ, สถาบัน, การจัดตั้ง",会社を設立しました。,ฉันได้ก่อตั้งบริษัท
攻め,せめ,"attack, offense",JLPT_1 JLPT,lp+Bg:0JY+,"การโจมตี, การรุก, การบุก, การจู่โจม",敵の攻めが激しいです。,การโจมตีของศัตรูรุนแรง
ゼリー,ゼリー,jelly,JLPT_1 JLPT,pUMI]4pC]5,"เยลลี่, วุ้น, ของหวาน, อาหารเหลว",これはとてもおいしいゼリーです。,นี่คือเยลลี่ที่อร่อยมาก
セレモニー,セレモニー,ceremony,JLPT_1 JLPT,ElF~:n|$Dm,"พิธี, พิธีการ, งานพิธี, ระเบียบการ",卒業のセレモニーは来月です。,พิธีจบการศึกษาจะจัดขึ้นในเดือนหน้า
世論,せろん,public opinion,JLPT_1 JLPT,cn7+uG:k{Q,"ความคิดเห็นสาธารณะ, มติมหาชน, ความเห็นประชาชน, ความเห็นรวม",世論を調べるのは難しいです。,การสำรวจความคิดเห็นสาธารณะเป็นเรื่องยาก
先,せん,"priority, precedence, previous",JLPT_1 JLPT,K[s:+C@-V{,"ลำดับความสำคัญ, ลำดับก่อนหลัง, ก่อนหน้า, มาก่อน",この仕事は先です。,งานนี้สำคัญกว่า
繊維,せんい,"fiber, fiber, textile",JLPT_1 JLPT,IoI]vI^@?E,"เส้นใย, สิ่งทอ, เส้นใยผ้า",この服は柔らかい繊維でできています。,เสื้อผ้านี้ทำจากเส้นใยที่นุ่ม
全快,ぜんかい,complete recovery of health,JLPT_1 JLPT,jMG%U5Y*b],"การฟื้นฟูสุขภาพอย่างสมบูรณ์, หายขาด, ฟื้นไข้, หายป่วย",病気が全快しました。,ฉันหายป่วยดีแล้ว
宣教,せんきょう,religious mission,JLPT_1 JLPT,t2!m+EN<kt,"ภารกิจทางศาสนา, เผยแผ่ศาสนา, เผยแพร่ศาสนา, ประกาศศาสนา",彼は外国で宣教をしています。,เขาทำงานเผยแผ่ศาสนาในต่างประเทศ
宣言,せんげん,"declaration, proclamation, announcement",JLPT_1 JLPT,N*Sn3]6F}u,"การประกาศ, แถลงการณ์, การแจ้งข่าว, การแถลง",新しい法律が宣言されました。,ได้มีการประกาศใช้กฎหมายฉบับใหม่
戦災,せんさい,war damage,JLPT_1 JLPT,g*>*T{UX8V,"ความเสียหายจากสงคราม, ภัยสงคราม, ความเสียหายสงคราม, พิษสงคราม",戦争で町は戦災にあった。,เมืองได้รับความเสียหายจากสงคราม
専修,せんしゅう,specialization,JLPT_1 JLPT,iF/[EjL/PH,"ความเชี่ยวชาญ, การเรียนเฉพาะทาง, ความชำนาญพิเศษ, สาขาวิชาเฉพาะ",彼は日本語の専修をしています。,เขาศึกษาภาษาญี่ปุ่นโดยเฉพาะ
戦術,せんじゅつ,tactics,JLPT_1 JLPT,fClOu9u4S.,"กลยุทธ์, ยุทธวิธี, อุบาย, แผนการ",戦術を考える。,คิดถึงกลยุทธ์
センス,センス,"sense (for music, style, tact, etc.)",JLPT_1 JLPT,kOf@Kc#S!?,"ไหวพริบ (ด้านดนตรี สไตล์ มารยาท ฯลฯ), อัธยาศัย, ความรู้สึก, รสนิยม",彼女はファッションのセンスがいい。,เธอมีรสนิยมด้านแฟชั่นที่ดี
潜水,せんすい,diving,JLPT_1 JLPT,kXmApIVn4{,"ดำน้ำ, การดำน้ำ, ดำน้ำลึก, การมุดน้ำ",海で潜水をしました。,ฉันดำน้ำในทะเล
全盛,ぜんせい,height of prosperity,JLPT_1 JLPT,PA4!?*R&)6,"ความเจริญรุ่งเรืองสูงสุด, ช่วงรุ่งเรือง, ยุคทอง, จุดสูงสุด",その会社は今、全盛期です。,บริษัทนั้นกำลังอยู่ในช่วงรุ่งเรืองสูงสุด
先代,せんだい,"family predecessor, previous age, previous generation",JLPT_1 JLPT,A@$Xh`C*#q,"บรรพบุรุษของครอบครัว, ยุคก่อนหน้า, รุ่นก่อนหน้า, คนรุ่นก่อน",先代から受け継いだ家です。,นี่คือบ้านที่สืบทอดมาจากรุ่นก่อน
先だって,せんだって,"recently, the other day",JLPT_1 JLPT,bpeAMs`g=B,"เมื่อไม่นานมานี้ เมื่อวันก่อน, ไม่นานมานี้, เมื่อวันก่อนนู้น, ก่อนหน้านี้",先だって、友達に会いました。,เมื่อไม่นานมานี้ ฉันได้พบเพื่อน
先着,せんちゃく,first arrival,JLPT_1 JLPT,s5`[<)lze/,"การมาถึงครั้งแรก, มาถึงก่อน, ผู้มาก่อน, การถึงก่อน",先着10名様、プレゼントがあります。,ผู้ที่มาถึง 10 ท่านแรก จะได้รับของขวัญ
前提,ぜんてい,"preamble, premise, prerequisite",JLPT_1 JLPT,M^(]5)Q28q,"คำนำ, ข้อสมมติฐาน, เงื่อนไขเบื้องต้น, ข้อแม้",これは話の前提です。,นี่คือข้อสมมติฐานของการสนทนา
先天的,せんてんてき,"inherent, congenital, hereditary",JLPT_1 JLPT,e8-*cxos*(,"โดยกำเนิด, กรรมพันธุ์, โดยธรรมชาติ",これは先天的の病気です。,นี่คือโรคแต่กำเนิด
前途,ぜんと,"future prospects, outlook, the journey ahead",JLPT_1 JLPT,rUv_dSLlLH,"โอกาสในอนาคต แนวโน้ม เส้นทางข้างหน้า, อนาคต, เส้นทางชีวิต, เบื้องหน้า",彼の前途は明るいです。,อนาคตของเขาสดใส
戦闘,せんとう,"battle, fight, combat",JLPT_1 JLPT,LE#Z8!)h7>,"การต่อสู้, การสู้รบ, การปะทะ",激しい戦闘がありました。,มีการสู้รบที่ดุเดือด
潜入,せんにゅう,"infiltration, sneaking in",JLPT_1 JLPT,jwMP<D<nu+,"การแทรกซึม การแอบเข้าไป, แทรกซึม, ลอบเข้า, แฝงตัว",敵が潜入しました。,ศัตรูแทรกซึมเข้ามา
船舶,せんぱく,ship,JLPT_1 JLPT,yT?Wj-:Bft,"เรือ, เรือเดินสมุทร, เรือใหญ่, พาหนะทางน้ำ",大きな船舶が港に停まっています。,เรือขนาดใหญ่จอดอยู่ที่ท่าเรือ
全滅,ぜんめつ,annihilation,JLPT_1 JLPT,gs]{cpbeS;,"การทำลายล้าง, การทำลายล้างทั้งหมด, ราบเป็นหน้ากลอง, พินาศสิ้น",敵は全滅しました。,ศัตรูถูกทำลายล้างทั้งหมด
専用,せんよう,"exclusive use, personal use",JLPT_1 JLPT,E|;c&Jmrd8,"สำหรับการใช้งานเฉพาะบุคคล, เฉพาะ, สำหรับ, โดยเฉพาะ",これは専用の部屋です。,นี่คือห้องสำหรับใช้งานเฉพาะ
占領,せんりょう,"occupation, possession, have a room to oneself",JLPT_1 JLPT,N-V{tXojX`,"อาชีพ, กรรมสิทธิ์, มีห้องส่วนตัว, ครอบครอง",この部屋はもう誰かが占領しています。,ห้องนี้มีคนครอบครองอยู่แล้ว
善良,ぜんりょう,"goodness, excellence, virtue",JLPT_1 JLPT,eGNEV*g</#,"ความดีงาม ความเป็นเลิศ คุณธรรม, ความดี, ดีเลิศ, มีคุณธรรม",彼はとても善良な人です。,เขาเป็นคนที่ดีงามมาก
戦力,せんりょく,war potential,JLPT_1 JLPT,jsYNJMtfV.,"ศักยภาพของสงคราม, กำลังรบ, พลังรบ, กำลังพล",戦力が不足しています。,กำลังรบไม่เพียงพอ
前例,ぜんれい,precedent,JLPT_1 JLPT,z6IRT7DoRm,"แบบอย่าง, กรณีตัวอย่าง, บทเรียน, ตัวอย่าง",このような前例はありません。,ไม่มีกรณีตัวอย่างเช่นนี้มาก่อน
相応,そうおう,"suitability, fitness",JLPT_1 JLPT,Cm`/n`5$^$,"ความเหมาะสม, สมรรถภาพ, เหมาะสม, คู่ควร",この値段は相応です。,ราคานี้เหมาะสมแล้ว
総会,そうかい,general meeting,JLPT_1 JLPT,v.Q]y8[=}p,"การประชุมทั่วไป, การประชุมใหญ่, ประชุมใหญ่, สัมมนาใหญ่",総会が開かれます。,จะมีการประชุมใหญ่
創刊,そうかん,"launching (e.g., newspaper, first issue)",JLPT_1 JLPT,k7n}7cIr>q,"การเปิดตัว (เช่น หนังสือพิมพ์ ฉบับแรก), การออกฉบับแรก, ตีพิมพ์ครั้งแรก, เริ่มออก",この雑誌は創刊されました。,นิตยสารฉบับนี้ได้ถูกตีพิมพ์ครั้งแรก
雑木,ぞうき,"various kinds of small trees, assorted trees",JLPT_1 JLPT,K-dqvXawa`,"ต้นไม้ขนาดเล็กหลากหลายชนิด ต้นไม้รวม, ไม้เบญจพรรณ, ไม้เล็ก, ต้นไม้รวมๆ",庭には雑木がたくさんあります。,มีต้นไม้เล็กๆ มากมายในสวน
早急,そうきゅう,urgent,JLPT_1 JLPT,xFEe8[1r^m,"ด่วน, เร่งด่วน, โดยด่วน, รีบด่วน",早急に対応してください。,โปรดดำเนินการโดยด่วน
早急,さっきゅう,urgent,JLPT_1 JLPT,n`GeYo>FBk,"ด่วน, เร่งด่วน, โดยด่วน, รีบด่วน",早急に連絡してください。,กรุณาติดต่อโดยด่วน
増強,ぞうきょう,"reinforce, increase",JLPT_1 JLPT,"rV,>ZZ=T]Q","เสริมแรง เพิ่มขึ้น, การเพิ่มกำลัง, เสริมกำลัง, ทำให้แข็งแกร่งขึ้น",兵力を増強する。,เสริมกำลังทหาร
送金,そうきん,"remittance, sending money",JLPT_1 JLPT,bDXNFraL0R,"การโอนเงิน, การส่งเงิน, ส่งเงิน",母に送金しました。,ฉันได้โอนเงินให้แม่
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",JLPT_1 JLPT,E{T/IqjEfE,"การขับขี่ยานพาหนะที่มีล้อ (เช่น รถยนต์ การเดินทาง), การขับ, วิ่ง, การเดินทาง",車がゆっくり走行しています。,รถยนต์กำลังวิ่งไปอย่างช้าๆ
総合,そうごう,"synthesis, generalization",JLPT_1 JLPT,nY;2hmT##_,"การสังเคราะห์ การสรุปทั่วไป, สรุป, องค์รวม, โดยรวม",総合的な判断が必要です。,จำเป็นต้องมีการตัดสินใจโดยรวม
捜索,そうさく,"search (esp. for someone or something missing, investigation)",JLPT_1 JLPT,Q:2J1qwTVc,"การค้นหา (โดยเฉพาะการค้นหาบุคคลหรือสิ่งของที่หายไป การสืบสวน), ค้นหา, ค้น, สืบหา",行方不明者を捜索しています。,กำลังค้นหาผู้สูญหาย
蔵相,ぞうしょう,Minister of Finance,JLPT_1 JLPT,fn1-ZB(4T-,"รัฐมนตรีว่าการกระทรวงการคลัง, รมว.คลัง, รัฐมนตรีคลัง, รัฐมนตรีว่าการคลัง",蔵相は新しい政策を発表しました。,รัฐมนตรีว่าการกระทรวงการคลังได้ประกาศนโยบายใหม่
装飾,そうしょく,ornament,JLPT_1 JLPT,QA)=&Wj6HM,"เครื่องประดับ, ประดับ, เครื่องประดับตกแต่ง, ของตกแต่ง",部屋をきれいに装飾しました。,ฉันตกแต่งห้องให้สวยงาม
増進,ぞうしん,"promoting, increase, advance",JLPT_1 JLPT,IZpN7AL;vh,"ส่งเสริม เพิ่มขึ้น ก้าวหน้า, การส่งเสริม, ส่งเสริม, พัฒนา",健康を増進する。,ส่งเสริมสุขภาพ
相対,そうたい,relative,JLPT_1 JLPT,I!n?!w[?BY,"ญาติ, สัมพัทธ์, เปรียบเทียบ, เกี่ยวเนื่อง",相対的な評価が必要です。,จำเป็นต้องมีการประเมินเปรียบเทียบ
壮大,そうだい,"magnificent, grand, majestic",JLPT_1 JLPT,"mVUTF,w/3&","งดงาม ยิ่งใหญ่ ตระหง่าน, ยิ่งใหญ่, มโหฬาร, สง่างาม",壮大な景色です。,เป็นทิวทัศน์ที่ยิ่งใหญ่
騒動,そうどう,"strife, riot, rebellion",JLPT_1 JLPT,f=viWAh8g@,"ความขัดแย้ง การจลาจล การกบฏ, ความวุ่นวาย, การก่อกวน, ก่อจลาจล",町で騒動が起きた。,เกิดความวุ่นวายขึ้นในเมือง
遭難,そうなん,"disaster, shipwreck, accident",JLPT_1 JLPT,E:/^OnBk`,"ภัยพิบัติ, เรืออับปาง, อุบัติเหตุ, การประสบภัย",船が遭難しました。,เรือประสบอุบัติเหตุ
相場,そうば,"market price, speculation, estimation",JLPT_1 JLPT,sA7SWg(`IK,"ราคาตลาด การเก็งกำไร การประเมิน, ราคา, อัตรา, ราคาหลัก",今日の相場は高いです。,ราคาตลาดวันนี้สูง
装備,そうび,equipment,JLPT_1 JLPT,k;e~1ueRAo,"อุปกรณ์, สิ่งของ, เครื่องมือ, สิ่งที่เตรียม",新しい装備を準備しました。,ได้เตรียมอุปกรณ์ใหม่แล้ว
創立,そうりつ,"establishment, founding",JLPT_1 JLPT,jki@VUPP0r,"การก่อตั้ง การจัดตั้ง, การก่อตั้ง, ก่อตั้ง, สร้างขึ้น",この会社は去年創立されました。,บริษัทนี้ก่อตั้งขึ้นเมื่อปีที่แล้ว
添える,そえる,"to add to, to attach, to accompany",JLPT_1 JLPT,"h,nxD[s(P9","เพิ่มเข้าไป, แนบมาด้วย, ประกอบกัน, เพิ่ม",手紙に写真も添えました。,ฉันได้แนบรูปถ่ายไปกับจดหมายด้วย
ソース,ソース,source,JLPT_1 JLPT,tTpwt)2AmK,"แหล่งที่มา, แหล่งข้อมูล, ต้นตอ, บ่อเกิด",これは事件のソースです。,นี่คือแหล่งที่มาของเหตุการณ์
即座に,そくざに,"immediately, right away",JLPT_1 JLPT,P;B^M<8:(U,"ทันที ทันที, ทันทีทันใด, ทันควัน, ไม่รอช้า",彼は即座に答えた。,เขาตอบทันที
促進,そくしん,"promotion, acceleration, encouragement",JLPT_1 JLPT,qh4@1q0m.W,"การส่งเสริม การเร่งรัด การให้กำลังใจ, เร่งรัด, กระตุ้น, สนับสนุน",経済を促進する。,ส่งเสริมเศรษฐกิจ
即する,そくする,"to conform to, to agree with, to be adapted to,",JLPT_1 JLPT,t:DoS~nc0!,"เพื่อให้สอดคล้อง, เพื่อให้เห็นด้วย, เพื่อให้ปรับตัวเข้ากับ, สอดคล้อง",この計画に即しています。,เป็นไปตามแผนนี้
束縛,そくばく,"restraint, restriction, confinement",JLPT_1 JLPT,l|/yaf0Kt?,"การควบคุม การจำกัด การกักขัง, การผูกมัด, ข้อจำกัด, การเหนี่ยวรั้ง",自由を束縛する。,จำกัดเสรีภาพ
側面,そくめん,"side, sidelight, lateral",JLPT_1 JLPT,g+c1Ex)t~@,"ด้านข้าง, ไฟข้าง",車の側面をこすりました。,ฉันขูดด้านข้างรถ
損う,そこなう,"to harm, to hurt",JLPT_1 JLPT,lT+Npb!3tv,"ทำร้าย ทำให้เจ็บปวด, ทำอันตราย, สร้างความเสียหาย, ทำให้เจ็บปวด",約束を損なわないようにします。,ฉันจะไม่ทำให้เสียคำสัญญา
そこら,そこら,"everywhere, somewhere",JLPT_1 JLPT,sWp/2)qrjX,"ทุกที่ ที่ไหนสักแห่ง, แถวนี้, ละแวกนี้, ที่ไหนสักแห่ง",そこらにゴミを捨てないでください。,อย่าทิ้งขยะแถวนี้
素材,そざい,"raw materials, subject matter",JLPT_1 JLPT,k+jer~`){},"วัตถุดิบ, เนื้อหา, สิ่งของ",この料理は新鮮な素材を使っています。,อาหารจานนี้ใช้วัตถุดิบสดใหม่
阻止,そし,"obstruction, check, hindrance",JLPT_1 JLPT,H_Bg*f2w~u,"สิ่งกีดขวาง, การตรวจสอบ, อุปสรรค, การยับยั้ง",危険を阻止する。,ยับยั้งอันตราย
訴訟,そしょう,"litigation, lawsuit",JLPT_1 JLPT,r473?K:c)w,"การดำเนินคดี, การฟ้องร้อง, คดี, คดีความ",彼は訴訟を起こしました。,เขาได้ยื่นฟ้องคดี
育ち,そだち,"breeding, growth",JLPT_1 JLPT,I7y!o0nH<>,"การผสมพันธุ์ การเจริญเติบโต, การเติบโต, การเลี้ยงดู, การปลูกฝัง",子供の育ちが早い。,การเติบโตของเด็กเร็วมาก
措置,そち,"measure, step",JLPT_1 JLPT,wm=Ne<1R~K,"วัด, ขั้นตอน, มาตรการ, แผน",適切な措置をとる。,ดำเนินมาตรการที่เหมาะสม
ソックス,ソックス,socks,JLPT_1 JLPT,bW`v0lIx&{,"ถุงเท้า, ถุงน่อง, เครื่องสวมเท้า",新しいソックスを買いました。,ฉันซื้อถุงเท้าคู่ใหม่
素っ気無い,そっけない,"cold, short, curt, blunt",JLPT_1 JLPT,m@~(NcJuf8,"เย็นชา สั้น กระชับ ตรงไปตรงมา, เย็นชา, เฉยเมย, ห่างเหิน",彼は素っ気無い返事をした。,เขาตอบกลับมาอย่างเย็นชา
外方,そっぽ,look (or turn) the other way,JLPT_1 JLPT,mx1|xYC`zo,"มอง (หรือหัน) ไปทางอื่น, หันไปทางอื่น, เบือนหน้าหนี, ไม่สนใจ",彼女はそっぽを向いた。,เธอหันหน้าหนี
備え付ける,そなえつける,"to provide, to equip, to install",JLPT_1 JLPT,?a*256zVd,"เพื่อจัดหา, เพื่อจัดเตรียม, เพื่อติดตั้ง, จัดเตรียม",部屋にエアコンを備え付けました。,ได้ติดตั้งเครื่องปรับอากาศในห้องแล้ว
備わる,そなわる,to be furnished with,JLPT_1 JLPT,f0#k].O9>M,"ที่จะตกแต่งด้วย, พร้อมด้วย, มีพร้อม, เพียบพร้อม",この部屋は広い窓が備わっています。,ห้องนี้มีหน้าต่างบานใหญ่
具わる,そなわる,to be furnished with,JLPT_1 JLPT,hS*=fc5g`d,"ที่จะตกแต่งด้วย, พร้อมด้วย, มีพร้อม, เพียบพร้อม",この部屋は広い窓が具わっています。,ห้องนี้มีหน้าต่างบานใหญ่
聳える,そびえる,"to rise, to tower, to soar",JLPT_1 JLPT,N#XbC.4.6E,"สูงขึ้น สูงตระหง่าน ทะยานขึ้น, สูงเสียดฟ้า, ตระหง่าน, ตั้งตระหง่าน",高い山が聳えています。,ภูเขาสูงตระหง่านอยู่
素朴,そぼく,"simplicity, artlessness, naivety",JLPT_1 JLPT,i)~;{+Y_4I,"ความเรียบง่าย ความไม่เสแสร้ง ความไร้เดียงสา, เรียบง่าย, ซื่อๆ, ไม่ประดิษฐ์",素朴な味です。,รสชาติเรียบง่าย
背く,そむく,"to run counter to, to go against",JLPT_1 JLPT,lwG+$Mpa}3,"ตรงข้าม, คัดค้าน, ไม่เชื่อฟัง, ฝ่าฝืน",親に背く。,ฝ่าฝืนคำสั่งพ่อแม่
染まる,そまる,to be dyed,JLPT_1 JLPT,D^_/a/#sXJ,"ที่จะย้อมสี, ย้อม, ติดสี, ถูกย้อม",布が赤く染まった。,ผ้าถูกย้อมเป็นสีแดง
染める,そめる,"to dye, to color",JLPT_1 JLPT,"u,7!Dp;dsk","ย้อมสี, ลงสี, ย้อม, แต่งสี",髪を茶色に染めた。,ฉันย้อมผมเป็นสีน้ำตาล
そらす,そらす,"to bend, to warp",JLPT_1 JLPT,O/=U<S;HO[,"งอ บิดเบี้ยว, บิด, เบี้ยว, ดัด",板がそってしまった。,ไม้กระดานบิดเบี้ยวไปแล้ว
そり (～にのる),そり (～にのる),"sleigh, sled",JLPT_1 JLPT,oD<qmOFt48,"เลื่อนหิมะ, รถเลื่อน, แคร่เลื่อน",雪でそりに乗って遊んだ。,ฉันเล่นเลื่อนหิมะบนหิมะ
反る,そる,"to warp, to be warped, to curve",JLPT_1 JLPT,IJaW-#q2K8,"บิดเบี้ยว, ถูกบิดเบี้ยว, โค้งงอ, บิดงอ",紙が反っている。,กระดาษกำลังโค้งงอ
それゆえ,それゆえ,"therefore, for that reason, so",JLPT_1 JLPT,fd1U3Eqd0z,"ดังนั้น ด้วยเหตุผลนั้น จึง, ดังนั้น, เพราะฉะนั้น, ด้วยเหตุนี้",雨が降った。それゆえ、試合は中止になった。,ฝนตก ดังนั้น การแข่งขันจึงถูกยกเลิก
ソロ,ソロ,solo,JLPT_1 JLPT,r<H?#?:lfS,"โซโล, เดี่ยว, เล่นเดี่ยว, การบรรเลงเดี่ยว",彼はギターをソロで弾いた。,เขาเล่นกีตาร์เดี่ยว
揃い,そろい,"set, suit, uniform",JLPT_1 JLPT,d$?[e]vP*A,"เซ็ต, สูท, เครื่องแบบ, ชุด",このセットは揃いです。,ชุดนี้มีครบทุกชิ้น
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT_1 JLPT,IV/~qgGGDy,"หยาบคาย ไม่ระมัดระวัง ไม่เรียบร้อย, หยาบคาย, ลวกๆ, มักง่าย",ぞんざいな扱いはやめてください。,กรุณาอย่าปฏิบัติอย่างหยาบคาย
損失,そんしつ,loss,JLPT_1 JLPT,q}vnE8Gq;U,"การสูญเสีย, ความเสียหาย, การขาดทุน, สิ่งที่เสียไป",大きな損失を出した。,ฉันขาดทุนไปจำนวนมาก
存続,そんぞく,"duration, continuance",JLPT_1 JLPT,k--fc+@]/s,"ระยะเวลา, ความต่อเนื่อง, ดำรงอยู่, ดำเนินต่อไป",会社の存続が危ぶまれています。,ความต่อเนื่องของบริษัทกำลังเป็นที่น่ากังวล
ダース,ダース,dozen,JLPT_1 JLPT,LJ)2+[0^`@,"โหล, นับโหล, สิบสอง",鉛筆をダースで買った。,ฉันซื้อดินสอเป็นโหล
対応,たいおう,dealing with,JLPT_1 JLPT,KZnf.&v={U,"การจัดการกับ, การรับมือ, การปฏิบัติ, การจัดการ",問題に対応する。,จัดการกับปัญหา
大家,たいか,"rich family, distinguished family",JLPT_1 JLPT,Nrwns(8SbS,"ครอบครัวร่ำรวย ครอบครัวที่มีชื่อเสียง, ครอบครัวใหญ่, ตระกูลร่ำรวย, คหบดี",彼は大家の息子です。,เขาเป็นลูกชายของคหบดี
退化,たいか,"degeneration, retrogression",JLPT_1 JLPT,gPs^-F*IXX,"ความเสื่อมถอย การถดถอย, การเสื่อมถอย, ถอยกลับ, แย่ลง",体が退化する。,ร่างกายเสื่อมถอย
大概,たいがい,"in general, mainly",JLPT_1 JLPT,h9/$[pq28V,"โดยทั่วไป ส่วนใหญ่, โดยทั่วไป, ส่วนมาก, เป็นส่วนใหญ่",大概の人は賛成しました。,คนส่วนใหญ่เห็นด้วย
体格,たいかく,"physique, constitution",JLPT_1 JLPT,F<F1njV;[$,"ร่างกาย, โครงสร้างร่างกาย, รูปร่าง, รูปทรง",彼は立派な体格をしている。,เขามีโครงสร้างร่างกายที่น่าประทับใจ
大金,たいきん,large amount of money,JLPT_1 JLPT,m_p4U|6#<L,"เงินจำนวนมาก, เงินก้อนใหญ่, มหาศาล",大金を手に入れた。,ฉันได้รับเงินจำนวนมาก
待遇,たいぐう,"treatment, reception",JLPT_1 JLPT,F5l%#d#e`l,"การรักษา การต้อนรับ, การปฏิบัติต่อ, การต้อนรับ, การรับรอง",お客様を大切に待遇する。,ปฏิบัติต่อลูกค้าเป็นอย่างดี
対決,たいけつ,"confrontation, showdown",JLPT_1 JLPT,sKn[*vv=gw,"การเผชิญหน้า การดวล, การเผชิญหน้า, เผชิญหน้า, การประลอง",二人は対決した。,ทั้งสองเผชิญหน้ากัน
体験,たいけん,personal experience,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka,"ประสบการณ์ส่วนตัว, ประสบการ์ณจริง, ประสบการณ์ตรง, การได้ลงมือทำ",貴重な体験をしました。,ฉันได้มีประสบการณ์อันมีค่า
対抗,たいこう,"opposition, antagonism",JLPT_1 JLPT,Rd@pS:`}f/,"การต่อต้าน, ความเป็นปรปักษ์, การแข่งขัน, การเป็นศัตรู",ライバル会社と対抗する。,แข่งขันกับบริษัทคู่แข่ง
退治,たいじ,extermination,JLPT_1 JLPT,pC*Xx^dBSu,"การกำจัด, กำจัด, ปราบปราม, ขับไล่",害虫を退治する。,กำจัดแมลงศัตรูพืช
大衆,たいしゅう,general public,JLPT_1 JLPT,nog=kohV~>,"ประชาชนทั่วไป, มวลชน, สาธารณชน, คนส่วนใหญ่",大衆の意見を聞く。,รับฟังความคิดเห็นของมวลชน
対処,たいしょ,"deal with, cope",JLPT_1 JLPT,yMT#3SVsQ>,"จัดการ รับมือ, จัดการ, แก้ปัญหา, รับมือ",困難に対処する。,จัดการกับความยากลำบาก
退職,たいしょく,retirement (from office),JLPT_1 JLPT,zj2z79]QG@,"การเกษียณอายุ (จากตำแหน่ง), การลาออก, ออกจากงาน, ปลดเกษียณ",彼は来月退職します。,เขาจะเกษียณอายุในเดือนหน้า
題する,だいする,to title,JLPT_1 JLPT,"F)V}e,NP?K","ถึงชื่อเรื่อง, ตั้งชื่อเรื่อง, ให้ชื่อ, ขนานนาม",その本は「日本の歴史」と題されています。,"หนังสือนั้นมีชื่อว่า ""ประวัติศาสตร์ญี่ปุ่น"""
態勢,たいせい,"attitude, conditions, tendency",JLPT_1 JLPT,q2.f(w/7&,"ทัศนคติ เงื่อนไข แนวโน้ม, สภาพ, ท่าที, แนวโน้ม",状況は改善の態勢にある。,สถานการณ์มีแนวโน้มที่จะดีขึ้น
対談,たいだん,"talk, dialogue",JLPT_1 JLPT,F(U~._UF.|,"พูดคุย สนทนา, การสนทนา, พูดคุย, ปรึกษา",二人の対談記事が載っていた。,มีบทสัมภาษณ์ของทั้งสองคนลงอยู่
