expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
水産,すいさん,"marine products, fisheries",JLPT JLPT_2,c#54iPiGrb,"ผลิตภัณฑ์ทางทะเล การประมง, อาหารทะเล, สินค้าทะเล, การจับปลา",水産加工品を食べます。,กินผลิตภัณฑ์แปรรูปจากสัตว์น้ำ
炊事,すいじ,cooking,JLPT JLPT_2,"xKch,yK?.P","การทำอาหาร, การปรุงอาหาร, การประกอบอาหาร, งานครัว",母は毎朝炊事をします。,แม่ทำอาหารทุกเช้า
水蒸気,すいじょうき,"water vapor, steam",JLPT JLPT_2,k8jAO*|}~5,"ไอน้ำ, ไอระเหย, ควันน้ำ, ไอ",湯気で窓が曇りました。,หน้าต่างเป็นฝ้าเพราะไอน้ำ
水素,すいそ,hydrogen,JLPT JLPT_2,i73L7}gO>6,"ไฮโดรเจน, ธาตุไฮโดรเจน, ก๊าซไฮโดรเจน, ไฮโดร",水素は軽い気体です。,ไฮโดรเจนเป็นก๊าซเบา
垂直,すいちょく,"vertical, perpendicular",JLPT JLPT_2,G8}j61|h6T,"แนวตั้ง, ตั้งฉาก, แนวดิ่ง, ฉาก",壁と床は垂直です。,ผนังกับพื้นตั้งฉากกัน
推定,すいてい,"presumption, assumption, estimation",JLPT JLPT_2,jp6vOFS{a6,"การสันนิษฐาน, สมมติฐาน, การประมาณการ, การคาดคะเน",これは推定の金額です。,นี่คือจำนวนเงินโดยประมาณ
水滴,すいてき,drop of water,JLPT JLPT_2,y}Hrc9&%7j,"หยดน้ำ, เม็ดน้ำ, น้ำหยด, ละอองน้ำ",葉っぱに水滴がついています。,มีหยดน้ำเกาะอยู่บนใบไม้
水筒,すいとう,"canteen, flask, water bottle",JLPT JLPT_2,mJ90J(~1k%,"กระติกน้ำ, กระติกน้ำร้อน, ขวดน้ำ, กระบอกน้ำ",水筒に水を入れる。,ใส่น้ำลงในกระติกน้ำ
随筆,ずいひつ,"essays, miscellaneous writings",JLPT JLPT_2,h4p6ekF;42,"เรียงความ งานเขียนเบ็ดเตล็ด, บทความ, ข้อเขียน, งานเขียนทั่วไป",随筆を読みました。,ได้อ่านบทความ
水分,すいぶん,moisture,JLPT JLPT_2,qq@<XjC)__,"ความชื้น, ความเปียกชื้น, ไอน้ำ, น้ำค้าง",体に水分が必要です。,ร่างกายต้องการน้ำ
水平,すいへい,"level, horizontal",JLPT JLPT_2,Kn`n)IG{Ta,"ระดับ, แนวนอน, แนวราบ, ระนาบ",テーブルは水平です。,โต๊ะอยู่ในแนวราบ
水平線,すいへいせん,horizon,JLPT JLPT_2,Ej.liCGYdk,"ขอบฟ้า, เส้นขอบฟ้า, สุดขอบฟ้า, เส้นแบ่งฟ้ากับดิน",水平線に夕日が沈みます。,พระอาทิตย์ตกที่ขอบฟ้า
水面,すいめん,water's surface,JLPT JLPT_2,iZ{|=]VK5.,"ผิวน้ำ, พื้นผิวน้ำ, ระดับน้ำ, แผ่นน้ำ",水面が静かです。,ผิวน้ำสงบ
水曜,すいよう,Wednesday,JLPT JLPT_2,qI=LNhp+4=,"วันพุธ, วันกลางสัปดาห์, พุธ, วันสีเขียว",水曜日は休みです。,วันพุธเป็นวันหยุด
図々しい,ずうずうしい,"impudent, shameless",JLPT JLPT_2,"w{41{qX1P,","ไร้ยางอาย ไร้ยางอาย, หน้าด้าน, ไม่มียางอาย, ไม่ละอายใจ",彼は図々しい人です。,เขาเป็นคนหน้าด้าน
ずうっと,ずうっと,"all the time, all the way",JLPT JLPT_2,xL3QlTnk>6,"ตลอดเวลา ตลอดทาง, ตลอดไป, ตลอดรอดฝั่ง, ต่อเนื่อง",ずうっと歩きました。,เดินมาตลอดทาง
末っ子,すえっこ,youngest child,JLPT JLPT_2,q2H?txJ(gz,"ลูกคนสุดท้อง, ลูกคนเล็ก, น้องสุดท้อง, ลูกคนสุดท้าย",私は末っ子です。,ฉันเป็นลูกคนสุดท้อง
スカーフ,スカーフ,scarf,JLPT JLPT_2,QEu2m9Dj{V,"ผ้าพันคอ, ผ้าคล้องคอ, ผ้าคลุมไหล่, เครื่องประดับคอ",首にスカーフを巻いています。,พันผ้าพันคอไว้ที่คอ
図鑑,ずかん,picture book,JLPT JLPT_2,"i,){||O+QG","หนังสือภาพ, สมุดภาพ, หนังสือการ์ตูน, หนังสือมีรูป",この図鑑は子供向けです。,หนังสือภาพเล่มนี้สำหรับเด็ก
隙,すき,"unguarded moment, chance",JLPT JLPT_2,FIQY`SsGB6,"ช่วงเวลาที่ไม่ทันระวังตัว โอกาส, ช่องโหว่, จังหวะ, ช่องว่าง",隙を見て逃げました。,ฉวยโอกาสหลบหนีไป
杉,すぎ,Japanese cedar,JLPT JLPT_2,j[):R@cYZf,"ไม้ซีดาร์ญี่ปุ่น, ไม้สนญี่ปุ่น, ต้นซีดาร์ญี่ปุ่น, ซูงิ",杉の木が庭にあります。,มีต้นสนอยู่ในสวน
好き嫌い,すききらい,"likes and dislikes, taste",JLPT JLPT_2,E7nO8cj@J.,"สิ่งที่ชอบและไม่ชอบ รสนิยม, ความชอบส่วนตัว, ความถูกใจ, ความไม่ชอบ",好き嫌いはありません。,ไม่มีสิ่งที่ชอบหรือไม่ชอบ
好き好き,すきずき,matter of taste,JLPT JLPT_2,LjV{PzjM5W,"เรื่องของรสนิยม, แล้วแต่ความชอบ, ความชอบส่วนบุคคล, ขึ้นอยู่กับรสนิยม",これは好き好きです。,เรื่องนี้แล้วแต่ความชอบ
透き通る,すきとおる,to be(come) transparent,JLPT JLPT_2,mdCfr_&Mjk,"โปร่งใส, บางใส, ใสแจ๋ว, มองทะลุ",水が透き通っています。,น้ำใสจนมองทะลุ
隙間,すきま,"crack, gap, opening",JLPT JLPT_2,"hLO,M-m.c?","รอยแตก ช่องว่าง ช่องเปิด, รู, โหว่, แง้ม",隙間から光が入る。,แสงลอดผ่านช่องว่างเข้ามา
スクール,スクール,school,JLPT JLPT_2,cGFe.>Ak]k,"โรงเรียน, สถานศึกษา, สถาบัน, วิทยาลัย",このスクールは有名です。,โรงเรียนนี้มีชื่อเสียง
少なくとも,すくなくとも,at least,JLPT JLPT_2,I6Xp`pMQBV,"อย่างน้อย, ต่ำสุด, เป็นอย่างน้อย, ขั้นต่ำ",少なくとも三人来ました。,มาอย่างน้อยสามคน
図形,ずけい,figure,JLPT JLPT_2,q~#`u[+ICl,"รูป, รูปร่าง, ภาพ, แบบ",図形を描きます。,วาดรูปทรง
鈴,すず,bell,JLPT JLPT_2,sPf>sM2#u,"กระดิ่ง, กริ่ง, ระฆัง, โป๊งเหน่ง",猫が鈴をつけた。,แมวใส่กระดิ่ง
涼む,すずむ,"to cool oneself, to cool off",JLPT JLPT_2,z:IPAXSnoW,"เพื่อทำให้ตัวเองเย็นลง, เพื่อทำให้เย็นลง, พักผ่อนคลายร้อน, คลายร้อน",川で涼みます。,คลายร้อนที่แม่น้ำ
スタート,スタート,start,JLPT JLPT_2,lWJWm$Sh_7,"เริ่ม, เริ่มต้น, ออกตัว, เริ่มต้นขึ้น",レースがスタートしました。,การแข่งขันเริ่มขึ้นแล้ว
スチュワーデス,スチュワーデス,stewardess,JLPT JLPT_2,z4fbmz3-}|,"พนักงานต้อนรับบนเครื่องบิน, แอร์โฮสเตส, สจ๊วต, พนักงานบริการบนเครื่องบิน",スチュワーデスが挨拶しました。,พนักงานต้อนรับบนเครื่องบินทักทาย
すっきり,すっきり,"shapely, clear, neat",JLPT JLPT_2,u=7m1&|4_G,"สวยงาม ชัดเจน เรียบร้อย, สะอาด, หมดจด, เป็นระเบียบ",部屋がすっきりしました。,ห้องเป็นระเบียบเรียบร้อย
ステージ,ステージ,stage; performance,JLPT JLPT_2,dC1~iTR.Y,"เวที; การแสดง, แท่น, ลานแสดง, การแสดงโชว์",ステージに上がります。,ขึ้นไปบนเวที
ストッキング,ストッキング,stockings,JLPT JLPT_2,B5:XuLvrca,"ถุงน่อง, ถุงเท้าสูง, ถุงเท้ายาว, ผ้าคลุมขา",ストッキングを履きます。,ใส่ถุงน่อง
ストップ,ストップ,stop,JLPT JLPT_2,nVeh3~p35:,"หยุด, จอด, พัก, ชะงัก",信号でストップします。,หยุดที่สัญญาณไฟจราจร
素直,すなお,"obedient, meek, docile",JLPT JLPT_2,t*v$gPIE?7,"เชื่อฟัง อ่อนน้อม ว่านอนสอนง่าย, สุภาพ, นอบน้อม, เรียบร้อย",子供は素直です。,เด็กคนนั้นว่านอนสอนง่าย
頭脳,ずのう,"head, brains, intellect",JLPT JLPT_2,u_@7V}[&9>,"หัว, สมอง, สติปัญญา, ปัญญา",頭脳は大切です。,สมองเป็นสิ่งสำคัญ
スピーカー,スピーカー,speaker,JLPT JLPT_2,ts:JB-[YU5,"ผู้พูด, ลำโพง, วิทยากร, ผู้บรรยาย",スピーカーから声が聞こえる。,ได้ยินเสียงจากลำโพง
図表,ずひょう,"chart, diagram, graph",JLPT JLPT_2,i|<`t3f+@>,"แผนภูมิ แผนภาพ กราฟ, ตาราง, ภาพประกอบ, แผนผัง",図表を見てください。,โปรดดูแผนภูมิ
スマート,スマート,"smart, stylish, slim",JLPT JLPT_2,"L^]Yw(t($,","ฉลาด มีสไตล์ เพรียวบาง, ดูดี, หุ่นดี, เก๋ไก๋",彼はスマートな人です。,เขาเป็นคนดูดี
住まい,すまい,"dwelling, house",JLPT JLPT_2,D9Irez.shi,"ที่อยู่อาศัย, บ้าน, ที่อยู่, เรือน",新しい住まいを探しています。,กำลังหาที่อยู่อาศัยใหม่
すまない,すまない,sorry (phrase),JLPT JLPT_2,jcLXE?s?-j,"ขอโทษ (วลี), อภัย, โทษที, เสียใจ",すみません、遅れました。,ขอโทษครับ มาช้า
相撲,すもう,sumo wrestling,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,td=~dzQi/B,"ซูโม่มวยปล้ำ, มวยปล้ำซูโม่, กีฬาซูโม่, การต่อสู้ซูโม่",相撲の試合を見ました。,ได้ชมการแข่งขันซูโม่
スライド,スライド,slide,JLPT JLPT_2,Cslvy][TeB,"สไลด์, แผ่นสไลด์, ภาพนิ่ง, การเลื่อน",プレゼンでスライドを使います。,จะใช้สไลด์ในการนำเสนอ
ずらす,ずらす,"to put off, to delay",JLPT JLPT_2,gJl7<m:4pb,"เลื่อนออกไป, ชะลอ, ผัดวันประกันพรุ่ง, ยืดเวลา",約束をずらしました。,เลื่อนนัดหมายออกไป
ずらり,ずらり,"in a line, in a row",JLPT JLPT_2,AgA!P|w]$E,"เรียงเป็นแถว เรียงกัน, เป็นระเบียบ, ต่อเนื่อง, แถว",本がずらりと並んでいる。,หนังสือเรียงรายอยู่เต็มไปหมด
スリッパ,スリッパ,slippers,JLPT JLPT_2,JKtWp2C{b`,"รองเท้าแตะ, รองเท้าแตะเดินในบ้าน, รองเท้าใส่ในบ้าน, รองเท้าลำลอง",スリッパを履き替えます。,เปลี่ยนรองเท้าแตะ
する,する,to print,JLPT JLPT_2,b`9v+PM9Iw,"เพื่อพิมพ์, พิมพ์, จัดพิมพ์, ตีพิมพ์",本を出版します。,จะตีพิมพ์หนังสือ
狡い,ずるい,"sly, cunning",JLPT JLPT_2,Sm-F;a3H,"เจ้าเล่ห์ ฉลาดแกมโกง, กะล่อน, โกง, มีเล่ห์เหลี่ยม",そんなに狡いことはしないでください。,อย่าทำอะไรที่เจ้าเล่ห์ขนาดนั้น
寸法,すんぽう,"measurement, size, dimension",JLPT JLPT_2,A^SC?nUAcd,"การวัด ขนาด มิติ, มาตรา, ปริมาณ, ความยาว",この布の寸法を測ります。,วัดขนาดผ้าผืนนี้
姓,せい,"surname, family name",JLPT JLPT_2,"sO,Mg|Q.hG","นามสกุล, ชื่อครอบครัว, แซ่, ตระกูล",彼の姓は山田です。,นามสกุลของเขาคือยามาดะ
税関,ぜいかん,customs,JLPT JLPT_2,Hdo?H|g?N-,"ศุลกากร, กรมศุลกากร, ภาษีศุลกากร, ด่านศุลกากร",税関で荷物を調べられました。,ถูกตรวจสอบสัมภาระที่ด่านศุลกากร
製作,せいさく,"manufacture, production",JLPT JLPT_2,"Hd33,!(oye","การผลิต, ผลิตภัณฑ์, การสร้าง, การประกอบ",この製品は日本で製作されました。,ผลิตภัณฑ์นี้ผลิตในญี่ปุ่น
制作,せいさく,"work (e.g., film, book)",JLPT JLPT_2,pSg&--.6FI,"ผลงาน (เช่น ภาพยนตร์ หนังสือ), ชิ้นงาน, งานประพันธ์, ภาพยนตร์",映画の制作は大変です。,การสร้างภาพยนตร์นั้นยาก
性質,せいしつ,"nature, property, disposition",JLPT JLPT_2,E(70}4c-m*,"ธรรมชาติ ทรัพย์สิน การจัดการ, คุณสมบัติ, ลักษณะ, นิสัย",この石の性質を調べます。,จะตรวจสอบคุณสมบัติของหินก้อนนี้
清書,せいしょ,clean copy,JLPT JLPT_2,GSG&]QQ!7S,"สำเนาที่สะอาด, ต้นฉบับที่แก้ไขแล้ว, สำเนาที่ถูกต้อง, ฉบับแก้ไข",手紙を清書しました。,ได้คัดจดหมายให้เป็นสำเนาที่ถูกต้องแล้ว
青少年,せいしょうねん,"youth, young person",JLPT JLPT_2,oKbcQZhJf7,"เยาวชน, ​​คนหนุ่มสาว, วัยรุ่น, วัยเยาว์",青少年がスポーツをしています。,เยาวชนกำลังเล่นกีฬา
整数,せいすう,integer,JLPT JLPT_2,BFz!&|OKKj,"จำนวนเต็ม, เลขเต็ม, จำนวนนับ, จำนวนถ้วน",これは整数です。,นี่คือจำนวนเต็ม
清掃,せいそう,cleaning,JLPT JLPT_2,eetChqGb=_,"การทำความสะอาด, การกวาด, การปัด, การชำระ",部屋の清掃をします。,จะทำความสะอาดห้อง
生存,せいぞん,"existence, being, survival",JLPT JLPT_2,tV]CHeber1,"การดำรงอยู่, การเป็นอยู่, การอยู่รอด, ความเป็นอยู่",地震の後、生存者を探します。,จะค้นหาผู้รอดชีวิตหลังเกิดแผ่นดินไหว
生長,せいちょう,growth (of a plant),JLPT JLPT_2,s0(03oa~>J,"การเจริญเติบโต (ของพืช), การงอกงาม, การเติบโต, การขยายตัว",植物の生長が早いです。,การเจริญเติบโตของพืชรวดเร็ว
政党,せいとう,(member of) political party,JLPT JLPT_2,P>9hhdscC!,"สมาชิกของพรรคการเมือง, พรรค, พรรคการเมือง, ผู้สนับสนุนพรรค",彼は政党のメンバーです。,เขาเป็นสมาชิกพรรคการเมือง
生年月日,せいねんがっぴ,date of birth,JLPT JLPT_2,l/2yLDI$!q,"วันเกิด, วันเดือนปีเกิด, กำเนิด, เกิด",生年月日を教えてください。,กรุณาบอกวันเกิดของคุณ
性能,せいのう,"ability, capability",JLPT JLPT_2,zR:(P@rWk;,"ความสามารถ, ศักยภาพ, สมรรถนะ, ประสิทธิภาพ",この車の性能がいいです。,สมรรถนะของรถคันนี้ดี
整備,せいび,"maintenance, overhaul",JLPT JLPT_2,dN1Ziz6*}J,"การบำรุงรักษา การยกเครื่องใหม่, การซ่อมบำรุง, การปรับปรุง, การดูแลรักษา",飛行機の整備をします。,ทำการบำรุงรักษาเครื่องบิน
成分,せいぶん,"ingredient, component, composition",JLPT JLPT_2,w)S(-qI7pB,"ส่วนผสม, ส่วนประกอบ, องค์ประกอบ, สารประกอบ",この薬の成分は何ですか。,ส่วนประกอบของยานี้คืออะไร
性別,せいべつ,"sex, gender",JLPT JLPT_2,gR@>7DZ?XN,"เพศ, เพศสภาพ, เพศภาวะ, ชายหญิง",性別を教えてください。,กรุณาบอกเพศของคุณ
正方形,せいほうけい,square,JLPT JLPT_2,y)<J<%Cv$W,"สี่เหลี่ยม, รูปสี่เหลี่ยมจัตุรัส, สี่เหลี่ยมด้านเท่า, จัตุรัส",これは正方形です。,นี่คือรูปสี่เหลี่ยมจัตุรัส
正門,せいもん,"main gate, main entrance",JLPT JLPT_2,u>U|#l*q{k,"ประตูหลัก ทางเข้าหลัก, ประตูใหญ่, ทางเข้าออกหลัก, ช่องทางหลัก",学校の正門が開いています。,ประตูหลักของโรงเรียนเปิดอยู่
成立,せいりつ,"formation, establishment, completion",JLPT JLPT_2,z!=6/+)ChY,"การก่อตั้ง การจัดตั้ง การเสร็จสมบูรณ์, การจัดตั้งขึ้น, การสำเร็จ, การบรรลุ",契約が成立しました。,สัญญาได้สำเร็จลุล่วงแล้ว
西暦,せいれき,"Christian Era, after (Christ’s) death (A.D.)",JLPT JLPT_2,x`#%RAey^1,"คริสต์ศักราช หลังจากการสิ้นพระชนม์ของพระคริสต์ (ค.ศ.), ปีคริสต์ศักราช, ศักราชคริสต์, ค.ศ.",西暦2023年です。,ปีคริสต์ศักราช 2023
背負う,せおう,to be burdened with; to carry on (one's) back or shoulder(s),Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese,o17[rZC/J[,"แบกรับภาระ; แบกไว้บนหลังหรือบ่า, แบกหาม, รับภาระ, หอบหิ้ว",彼は家族を背負っています。,เขากำลังแบกรับภาระของครอบครัว
赤道,せきどう,equator,JLPT JLPT_2,r2/#Bsz}<,"เส้นศูนย์สูตร, ศูนย์สูตร, แนวศูนย์สูตร, เส้นกลางโลก",赤道は地球を二つに分けます。,เส้นศูนย์สูตรแบ่งโลกออกเป็นสองส่วน
折角,せっかく,"with trouble, at great pains, long-awaited",JLPT JLPT_2,"dK?:fG/l-,","ด้วยความยากลำบาก ด้วยความพยายามอย่างมาก ที่รอคอยมานาน, อย่างยากเย็น, โดยลำบาก, กว่าจะสำเร็จ",せっかく来てくれたのに、すみません。,ขอโทษด้วยนะคะ อุตส่าห์มาแล้วแท้ๆ
接近,せっきん,"getting closer, drawing nearer, approaching",JLPT JLPT_2,K^7JJPIGCs,"ใกล้เข้ามาเรื่อยๆ กำลังเข้าใกล้, ประชิด, ใกล้ชิด, เขยิบใกล้",電車がホームに接近しています。,รถไฟกำลังเข้าใกล้ชานชาลา
接する,せっする,to attend to (someone); to associate with,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,P=&0U%h+V.,"ดูแล (ใครบางคน); คบหาสมาคมกับ, ปฏิสัมพันธ์, ติดต่อ, สัมผัส",お客さんと接します。,ปฏิสัมพันธ์กับลูกค้า
せっせと,せっせと,"busily, away",JLPT JLPT_2,r%5r#-`-m],"ยุ่งวุ่นวาย อยู่ห่างออกไป, วุ่น, ขยัน, ไม่หยุด",彼はせっせと働いています。,เขากำลังทำงานอย่างขยันขันแข็ง
接続,せつぞく,"connection, union, join, link; changing trains",JLPT JLPT_2,z>djSMK(A7,"การเชื่อมต่อ, การรวมกัน, การเข้าร่วม, การเชื่อมโยง; การเปลี่ยนรถไฟ",インターネットに接続します。,เชื่อมต่ออินเทอร์เน็ต
瀬戸物,せともの,"earthenware, crockery, china",JLPT JLPT_2,PMP|wB-k4/,"เครื่องปั้นดินเผา, เครื่องใช้บนโต๊ะอาหาร, เครื่องลายคราม, เครื่องเคลือบ",この茶碗は瀬戸物です。,ถ้วยชานี้เป็นเครื่องปั้นดินเผา
ぜひとも,ぜひとも,by all means (with sense of not taking 'no' for an answer),JLPT JLPT_2,A3Jbimizm0,"ด้วยทุกวิถีทาง (โดยไม่ยอมรับคำว่า 'ไม่' เป็นคำตอบ), อย่างแน่นอน, ให้ได้, ไม่ว่าจะด้วยวิธีใด",ぜひとも成功させたいです。,อยากให้สำเร็จให้ได้เลย
迫る,せまる,"to draw near, to press",JLPT JLPT_2,dn?%4*`.$=,"เข้าใกล้, กด, รุกคืบ, บีบ",締め切りが迫っています。,วันกำหนดส่งใกล้เข้ามาแล้ว
ゼミ,ゼミ,seminar,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,lX$<5j-;VY,"สัมมนา, การประชุม, อบรม, การสัมมนา",ゼミで発表します。,จะนำเสนอในการสัมมนา
せめて,せめて,at least,JLPT JLPT_2,"qY`,)^Uzza","อย่างน้อย, ต่ำสุด, แค่, อย่างน้อยที่สุด",せめてこれだけはさせてください。,อย่างน้อยก็ขอให้ฉันทำสิ่งนี้
攻める,せめる,"to attack, to assault, to assail",JLPT JLPT_2,j:1<3/Aj|u,"โจมตี, ทำร้าย, จู่โจม, บุก",敵を攻めます。,โจมตีศัตรู
セメント,セメント,cement,JLPT JLPT_2,gZo}Y#TRA.,"ปูนซีเมนต์, ซีเมนต์, วัสดุก่อสร้าง, ผงซีเมนต์",セメントで壁を塗ります。,ฉาบผนังด้วยปูนซีเมนต์
台詞,せりふ,"speech, words, one's lines, remarks",JLPT JLPT_2,p!R4:?$J5a,"คำพูด, ถ้อยคำ, บทพูด, ข้อสังเกต",俳優が台詞を言った。,นักแสดงพูดบทพูด
栓,せん,"stopper, cork, stopcock",JLPT JLPT_2,GIQJL!C!u[,"จุกปิด, จุกไม้ก๊อก, วาล์วปิดเปิด, ที่อุด",ビンの栓を開けます。,เปิดจุกขวด
前～,ぜん～,"former, late ~, past ~",JLPT JLPT_2,uziw.|&}u],"อดีต, ปลายๆ ~, ที่ผ่านมา ~, ก่อนหน้า",前社長は有名でした。,อดีตประธานบริษัทมีชื่อเสียง
前後,ぜんご,"front and back, before and after",JLPT JLPT_2,P60vZ%@rQX,"ด้านหน้าและด้านหลัง ก่อนและหลัง, ข้างหน้าข้างหลัง, ตลอด, ไปมา",前後の順番を間違えました。,ฉันสลับลำดับหน้าหลังผิด
洗剤,せんざい,"detergent, cleanser, cleaning agent, washing material",JLPT JLPT_2,xPk5/(8H&C,"ผงซักฟอก, น้ำยาทำความสะอาด, สารทำความสะอาด, วัสดุซักผ้า",洗濯に洗剤を使います。,ใช้ผงซักฟอกในการซักผ้า
全集,ぜんしゅう,complete works,JLPT JLPT_2,B?uUGxee6},"ผลงานที่สมบูรณ์, งานชุด, รวมงาน, งานครบชุด",この作家の全集を持っています。,ฉันมีผลงานทั้งหมดของนักเขียนคนนี้
全身,ぜんしん,"whole (body), full-length (e.g., portrait) systemic",JLPT JLPT_2,edKjYQQik|,"ทั้งตัว (ร่างกาย), เต็มตัว (เช่น ภาพบุคคล) แบบองค์รวม, ตลอดตัว, ทั้งกาย",全身をマッサージします。,นวดทั่วทั้งตัว
扇子,せんす,folding fan,JLPT JLPT_2 Genki_Ln.20 Genki,EF=fq2c-JO,"ด้ามจิ้ว, พัด, พัดจีน, พัดพับ",扇子で涼みます。,ใช้พัดคลายร้อน
専制,せんせい,"despotism, autocracy",JLPT JLPT_2,OL%g_RLZ1k,"การปกครองแบบเผด็จการ, อัตตาธิปไตย, เผด็จการ, รัฐบาลเผด็จการ",専制政治は良くない。,การปกครองแบบเผด็จการไม่ดี
先々月,せんせんげつ,month before last,JLPT JLPT_2,"zJ$.J8%d%,","เดือนก่อนหน้าเดือนที่แล้ว, สองเดือนที่แล้ว, เมื่อสองเดือนก่อน, เดือนก่อนนู้น",先々月、旅行しました。,เดินทางเมื่อสองเดือนที่แล้ว
先々週,せんせんしゅう,2 weeks before,JLPT JLPT_2,mB4QnlMrv3,"2 สัปดาห์ก่อน, สองอาทิตย์ก่อน, เมื่อสองสัปดาห์ที่แล้ว, อาทิตย์ก่อนนู้น",先々週、映画を見ました。,ดูหนังเมื่อสองสัปดาห์ที่แล้ว
先祖,せんぞ,ancestor,JLPT JLPT_2,F0U>k-OIq$,"บรรพบุรุษ, บรรพชน, โคตรเหง้า, ผู้ที่ล่วงลับไปแล้ว",先祖のお墓参りをします。,ไปเยี่ยมหลุมศพบรรพบุรุษ
先端,せんたん,"pointed end, tip",JLPT JLPT_2,Q`_+]v?+=0,"ปลายแหลม, หัวแหลม, ปลาย, ยอด",鉛筆の先端が尖っています。,ปลายดินสอแหลม
センチ,センチ,centimeter,JLPT JLPT_2,inl%VC*Led,"เซนติเมตร, ซม., หน่วยวัด, ความยาว",これは10センチです。,นี่คือ 10 เซนติเมตร
宣伝,せんでん,"publicity, advertisement, advertising, propaganda",JLPT JLPT_2,G}7n;$pW3b,"การประชาสัมพันธ์, การโฆษณา, การโฆษณาชวนเชื่อ, โฆษณา",新しい商品の宣伝をします。,จะทำการประชาสัมพันธ์สินค้าใหม่
先頭,せんとう,"head, lead, vanguard",JLPT JLPT_2,h9$H7YGNw$,"หัวหน้า, ผู้นำ, กองหน้า, แกนนำ",先頭車両に乗ります。,ขึ้นรถไฟขบวนหน้าสุด
全般,ぜんぱん,"(the) whole, general",JLPT JLPT_2,KNd2446a(;,"ทั้งหมดโดยทั่วไป, โดยรวม, ทั้งหมด, ทั่วไป",全体的に大丈夫です。,โดยรวมแล้วไม่เป็นไร
扇風機,せんぷうき,electric fan,JLPT JLPT_2,bRk!KDE*$7,"พัดลมไฟฟ้า, พัดลม, เครื่องพัด, อุปกรณ์คลายร้อน",扇風機をつけてください。,กรุณาเปิดพัดลม
洗面,せんめん,"wash up (one's face), have a wash",JLPT JLPT_2,C?dX|!4c7/,"ล้างหน้า, อาบน้ำ, ชำระล้าง, ทำความสะอาด",朝、洗面所で顔を洗います。,ล้างหน้าในอ่างล้างหน้าตอนเช้า
全力,ぜんりょく,"all one's power, whole energy",JLPT JLPT_2,j*AhcD}311,"พลังทั้งหมด พลังงานทั้งหมด, เต็มกำลัง, แรงทั้งหมด, สุดแรง",全力で走ります。,วิ่งสุดกำลัง
線路,せんろ,"line, track, roadbed",JLPT JLPT_2,mq#-qSUuS*,"เส้นทาง, ราง, ฐานถนน, ทางรถไฟ",線路を渡らないでください。,กรุณาอย่าข้ามทางรถไฟ
総～,そう～,"gross, general, entire",JLPT JLPT_2,cSEd3l5jK<,"โดยรวม, ทั่วไป, ทั้งหมด, รวมทั้งหมด",総理大臣が演説しました。,นายกรัฐมนตรีกล่าวสุนทรพจน์
相違,そうい,"difference, discrepancy, variation",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,zqQS?TR@WS,"ความแตกต่าง ความคลาดเคลื่อน ความแปรผัน, ผิดแผก, แตกต่างกัน, ข้อแตกต่าง",二つの意見に相違があります。,มีความแตกต่างระหว่างสองความคิดเห็น
そういえば,そういえば,which reminds me ..,JLPT JLPT_2,eo>F02B%a],"ซึ่งทำให้ฉันนึกถึง..., ว่าแต่, พอว่า, เออนี่",そういえば、明日は会議でしたね。,ว่าแต่ พรุ่งนี้มีการประชุมใช่ไหม
雑巾,ぞうきん,"house-cloth, dust cloth",JLPT JLPT_2,r*{8DR<J4`,"ผ้าเช็ดบ้าน, ผ้าเช็ดฝุ่น, ผ้าขี้ริ้ว, ผ้าทำความสะอาด",雑巾でテーブルを拭きます。,เช็ดโต๊ะด้วยผ้าเช็ด
増減,ぞうげん,"increase and decrease, fluctuation",JLPT JLPT_2,l(r&I9gZ<B,"เพิ่มขึ้นและลดลง ความผันผวน, ขึ้นลง, ความเปลี่ยนแปลง, ขึ้นๆ ลงๆ",人口は増減します。,ประชากรมีการเพิ่มขึ้นและลดลง
倉庫,そうこ,"storehouse, warehouse",JLPT JLPT_2,w}}hNBPyr),"โกดัง, คลังสินค้า, โรงเก็บของ, ที่เก็บสินค้า",倉庫に荷物を置きます。,วางสินค้าไว้ในโกดัง
相互,そうご,"mutual, reciprocal",JLPT JLPT_2,nR3lCT=~I%,"ซึ่งกันและกัน, ร่วมกัน, สองฝ่าย, การตอบแทน",二人は相互に理解し合っています。,ทั้งสองคนเข้าใจซึ่งกันและกัน
創作,そうさく,"production, creation, work",JLPT JLPT_2,PNw/q-z>l3,"การผลิต การสร้างสรรค์ งาน, สร้างสรรค์, ผลิตผล, ประดิษฐ์",彼は絵を創作するのが好きです。,เขาชอบสร้างสรรค์ภาพวาด
葬式,そうしき,funeral,JLPT JLPT_2,Gbn]K/&TX&,"งานศพ, พิธีศพ, การจัดการศพ, งานฌาปนกิจ",明日は友人の葬式があります。,พรุ่งนี้มีงานศพเพื่อน
