expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
空,そら,sky,JLPT JLPT_5 JLPT_N5,D.6b;1{88^,"ท้องฟ้า, เวหา, นภา, ฟ้า",空が青いです。,ท้องฟ้าเป็นสีฟ้า
それ,それ,that one,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,t%n)3@@XX+,"อันนั้น, สิ่งนั้น, ของนั้น, นั่น",それは何ですか。,นั่นคืออะไร
それから,それから,"and then, after that",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,sV(hn]KLzr,"แล้วหลังจากนั้น, จากนั้น, ต่อมา, ต่อไป",そして、それから、寝ます。,แล้วก็ จากนั้น ฉันก็นอน
それでは,それでは,"in that situation, well then...",JLPT JLPT_5 JLPT_N5,"v[]T|jw&,[","ในสถานการณ์แบบนั้น ก็คงต้องยอมรับว่า..., ถ้าอย่างนั้น, ฉะนั้น, ดังนั้น",それでは、始めましょう。,ถ้าอย่างนั้น เรามาเริ่มกันเถอะ
～台,～だい,counter for vehicles; machines,JLPT JLPT_5 JLPT_N5,ztM0ejgNN~,"เครื่องนับจำนวนยานพาหนะ; เครื่องจักร, หน่วยนับรถ, จำนวนคัน, จำนวนเครื่องจักร",車は三台あります。,มีรถยนต์สามคัน
大学,だいがく,college; university,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,kHyc<WfmUQ,"วิทยาลัย; มหาวิทยาลัย, สถาบันอุดมศึกษา, สถานศึกษาชั้นสูง, วิทยาเขต",大学で勉強します。,ฉันเรียนที่มหาวิทยาลัย
大使館,たいしかん,embassy,JLPT JLPT_5 JLPT_N5,"n?Lz{tQ,#T","สถานทูต, สถานเอกอัครราชทูต, ที่ทำการทูต, สำนักงานทูต",大使館はどこですか。,สถานทูตอยู่ที่ไหน
大丈夫,だいじょうぶ,It's ok (all right); No need to worry; Everything is under control,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,nEIlSJfx#r,"ไม่เป็นไร (เรียบร้อยดี); ไม่ต้องกังวล; ทุกอย่างอยู่ภายใต้การควบคุม, ไม่มีปัญหา, หายห่วง, สบายมาก",大丈夫ですか。,คุณโอเคไหม
大好き,だいすき,"very like-able, like very much",JLPT JLPT_5 JLPT_N5,"AZ,CM~A,0E","น่ารักมาก ชอบมาก ๆ, โปรดปรานมาก, รักมาก, ชื่นชอบมาก",このアニメが大好きです。,ฉันชอบอนิเมะเรื่องนี้มาก
大切,たいせつ,important,JLPT JLPT_5 JLPT_N5,tu70?MYeL5,"สำคัญ, จำเป็น, มีสาระ, เป็นแก่นสาร",それは大切なお金です。,นั่นเป็นเงินที่สำคัญ
台所,だいどころ,kitchen,JLPT JLPT_5 JLPT_N5,bbB25MOf:$,"ครัว, ห้องครัว, ที่ทำอาหาร, มุมทำอาหาร",台所で料理をします。,ฉันทำอาหารในครัว
大変,たいへん,"very; difficult, hard",JLPT JLPT_3 JLPT_5 JLPT_N5,NIbD<|-[1y,"ยากมาก ลำบาก, ยุ่งยาก, หนักหนา, ยากเย็น",大変な仕事です。,เป็นงานที่หนักมาก
高い,たかい,"tall, high; expensive",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,veG&GbRNS(,"สูง แพง, ราคาสูง, สูงลิบ, มีราคา",山が高いです。,ภูเขาสูง
～だけ,～だけ,"only ~, just ~, as ~",JLPT JLPT_1 JLPT_5 JLPT_N5,Lcbr*3r3b5,"เพียงแค่ ~, แค่ ~, เหมือนกับ ~, เท่านั้น",これだけください。,ขอแค่นี้ครับ/ค่ะ
沢山,たくさん,"many, much",JLPT JLPT_5 JLPT_N5,v7m[:9zL*Y,"มากมาย มาก, เยอะแยะ, จำนวนมาก, ล้นหลาม",果物がたくさんあります。,มีผลไม้มากมาย
タクシー,タクシー,taxi,JLPT JLPT_5 JLPT_N5,k8!n/<-@<9,"แท็กซี่, รถแท็กซี่, แท็กซี่มิเตอร์, รถรับจ้าง",タクシーを呼びます。,ฉันเรียกแท็กซี่
出す,だす,to take (something) out; to hand in (something),Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,bt0(EU(<V_,"นำ (บางสิ่ง) ออกมา; ส่งมอบ (บางสิ่ง), เอาออก, ยื่นให้, มอบให้",手紙を出します。,ฉันส่งจดหมาย
～たち,～たち,plural suffix,JLPT JLPT_5 JLPT_N5,Opbd!87m@p,"คำต่อท้ายพหูพจน์, พหูพจน์, คำบ่งกลุ่ม, คำระบุจำนวนมาก",友達たちと遊びます。,ฉันเล่นกับเพื่อนๆ
立つ,たつ,to stand up,Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,z+IsiLqO4K,"ลุกขึ้นยืน, ยืน, ยืนขึ้น, ลุกขึ้น",バス停に立ちます。,ฉันยืนอยู่ที่ป้ายรถเมล์
たて,たて,"length, height",JLPT JLPT_3 JLPT_5 JLPT_N5,L8wVt#MfRS,"ความยาว ความสูง, ยาว, สูง, ส่วนสูง",背が高いです。,ฉันตัวสูง
建物,たてもの,building,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mty2M&KETp,"อาคาร, ตึก, สิ่งก่อสร้าง, โรง",新しい建物です。,เป็นอาคารใหม่
楽しい,たのしい,"enjoyable, fun",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,eD~FeZpJXC,"สนุกสนาน น่าเพลิดเพลิน, เพลิดเพลิน, บันเทิง, รื่นเริง",楽しいです。,สนุกจัง
頼む,たのむ,"to request, to ask (a favor)",Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,zjk+2%xAp%,"ขอร้อง, ขอความช่วยเหลือ, วอนขอ, ไหว้วาน",田中さんに頼みます。,ฉันขอร้องคุณทานากะ
たばこ,たばこ,"tobacco, cigarettes",JLPT JLPT_5 JLPT_N5,y<?W4xcfCN,"ยาสูบ บุหรี่, ซิกาแรต, ใบยาสูบ, มวน",たばこは吸いません。,ฉันไม่สูบบุหรี่
多分,たぶん,"perhaps, probably, maybe",Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,pNDK+)ARo,"บางที อาจจะ น่าจะ หรืออาจจะ, เป็นไปได้, อาจเป็นไปได้, ไม่แน่",多分、晴れるでしょう。,บางทีพรุ่งนี้อาจจะแดดออก
食べ物,たべもの,food,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ODKLC3jdI>,"อาหาร, ของกิน, เสบียง, ข้าวปลาอาหาร",食べ物がほしいです。,ฉันต้องการอาหาร
食べる,たべる,to eat,JLPT JLPT_5 JLPT_N5,c.+pIV(7xY,"กิน, รับประทาน, บริโภค, ทาน",ご飯を食べます。,ฉันกินข้าว
卵,たまご,egg,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,c|(S)f_).K,"ไข่, ไข่ไก่, ไข่เป็ด, ฟอง",卵を二つ買いました。,ฉันซื้อไข่สองฟอง
誰,だれ,who,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,gDqm6J+#/O,"WHO, ใคร, ผู้ใด, บุคคลใด",誰ですか。,ใครครับ/คะ
誰か,だれか,someone,JLPT JLPT_3 JLPT_5 JLPT_N5,K{JPl*mB/&,"บางคน, ใครคนหนึ่ง, บุคคลหนึ่ง, ผู้ใดผู้หนึ่ง",誰か来ましたか。,มีใครมาไหม
誕生日,たんじょうび,birthday,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HV8#h@HniT,"วันเกิด, วันคล้ายวันเกิด, วันครบรอบเกิด, วันถือกำเนิด",誕生日おめでとうございます。,สุขสันต์วันเกิด
段々,だんだん,"gradually, by degrees",JLPT JLPT_5 JLPT_N5,O8dRR}CL>,"ทีละน้อย ทีละขั้น, ค่อยๆ, อย่างช้าๆ, ทีละนิด",だんだん寒くなります。,อากาศค่อยๆ หนาวขึ้น
小さい,ちいさい,"small, little",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,LNu9:vy!G1,"เล็ก ๆ, เล็กน้อย, ขนาดเล็ก, จิ๋ว",これは小さい箱です。,นี่คือกล่องเล็ก
小さな,ちいさな,"small, little",JLPT JLPT_5 JLPT_N5,lc*~Cd~D@4,"เล็ก ๆ, เล็กน้อย, ขนาดเล็ก, จิ๋ว",小さな犬がいます。,มีสุนัขตัวเล็กอยู่
近い,ちかい,"near, close by, short",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"ttC.1]n,0|","ใกล้ๆ, บริเวณใกล้เคียง, ระยะสั้น, ชิด",駅は近いです。,สถานีรถไฟอยู่ใกล้
違う,ちがう,to be different; to differ; wrong,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,N2Hj9)qK/l,"แตกต่าง; ต่างกัน; ผิด, ผิดแผก, แตกต่างกัน, ไม่เหมือนกัน",私の考えは違います。,ความคิดของฉันแตกต่างออกไป
近く,ちかく,nearby; in the neighborhood,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,y)Y*_^+)&<,"ใกล้เคียง; ในละแวกนั้น, แถวนั้น, ระแวก, บริเวณใกล้ๆ",近くにパン屋があります。,มีร้านเบเกอรี่อยู่ใกล้ๆ
地下鉄,ちかてつ,"underground train, subway",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,MEsyrZ*cPc,"รถไฟใต้ดิน, รถไฟฟ้าใต้ดิน, MRT, ใต้ดิน",地下鉄に乗ります。,ฉันขึ้นรถไฟใต้ดิน
地図,ちず,a map,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,dhY*~Tx!fs,"แผนที่, แผนผัง, แผนที่นำทาง, ภาพแผนที่",地図を見てください。,กรุณาดูแผนที่
父,ちち,(my) father,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,QKI#T(oT`t,"พ่อของฉัน, พ่อ, บิดา, คุณพ่อ",父は医者です。,พ่อของฉันเป็นหมอ
茶色,ちゃいろ,brown,JLPT JLPT_5 JLPT_N5,h<Se0W>cwB,"สีน้ำตาล, น้ำตาล, สีน้ำตาลอ่อน, สีน้ำตาลเข้ม",茶色い猫がいます。,มีแมวสีน้ำตาลอยู่
茶碗,ちゃわん,rice bowl,JLPT JLPT_5 JLPT_N5,p6c8>jnMm!,"ชามข้าว, ถ้วยข้าว, ถ้วย, ชาม",茶碗にご飯を入れます。,ฉันใส่ข้าวลงในถ้วยข้าว
～中,～ちゅう,"during, while ~ing",JLPT JLPT_5 JLPT_N5,J]E)zcwU%w,"ระหว่าง, ขณะที่ ~, ท่ามกลาง, ในขณะที่",会議中、静かにしてください。,กรุณาเงียบระหว่างการประชุม
丁度,ちょうど,"just, right, exactly",JLPT JLPT_5 JLPT_N5,K@fxH}$AC8,"พอดี ถูกต้อง เป๊ะเลย, ตรงเผง, แม่นยำ, ตรงเป้า",ちょうどいいです。,พอดีเลย
ちょっと,ちょっと,"a little, somewhat; just a little, somewhat",Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,j)OcO!#[%u,"เล็กน้อย, ประมาณนั้น; แค่เล็กน้อย, ประมาณนั้น, หน่อย",ちょっと待ってください。,กรุณารอสักครู่
一日,ついたち,one day; first day of the month,JLPT JLPT_5 JLPT_N5,qK&D4iveg,"หนึ่งวัน; วันแรกของเดือน, วันเดียว, วันที่หนึ่ง, วันต้นเดือน",今日（ついたち）は日曜日です。,วันนี้ (วันที่ 1) เป็นวันอาทิตย์
使う,つかう,to use,JLPT JLPT_5 JLPT_N5,B(Ve/L8[z5,"เพื่อใช้, ใช้, ใช้งาน, ใช้ประโยชน์",お金を使います。,ฉันใช้เงิน
疲れる,つかれる,to get (become) tired; to become fatigued,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Oil7l6nt$n,"รู้สึกเหนื่อย; รู้สึกอ่อนเพลีย, เหนื่อยล้า, อ่อนแรง, เพลีย",仕事で疲れました。,ฉันเหนื่อยจากงาน
次,つぎ,next,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,IPls}w5_e-,"ต่อไป, ถัดไป, ลำดับถัดไป, ข้างหน้า",次のバスに乗ります。,ฉันจะขึ้นรถบัสคันถัดไป
着く,つく,"to arrive at, to reach",JLPT JLPT_3 JLPT_5 JLPT_N5,hc-pfPX>PQ,"มาถึง, ไปถึง, ถึงที่หมาย, บรรลุ",駅に着きました。,ฉันถึงสถานีแล้ว
机,つくえ,desk,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,G!9kEn9Y>c,"โต๊ะ, โต๊ะทำงาน, โต๊ะเขียนหนังสือ, โต๊ะเรียน",机の上に本があります。,มีหนังสืออยู่บนโต๊ะ
作る,つくる,"to make, to create",Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,dlanfH_M#M,"เพื่อสร้าง, เพื่อสร้างสรรค์, สร้างขึ้น, ประดิษฐ์",ケーキを作ります。,ฉันทำเค้ก
つける,つける,"to turn on (e.g., a light); to take",JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,o}z*=/A8o~,"เปิดใช้งาน (เช่น ไฟ); หยิบ, เปิดไฟ, เอามา, รับ",電気をつけます。,ฉันเปิดไฟ
勤める,つとめる,to work (for),JLPT JLPT_5 JLPT_N5,xKU$$gsQPF,"ทำงาน (ให้กับ), ปฏิบัติงาน, รับจ้าง, ทำงานให้",会社で勤めています。,ฉันทำงานที่บริษัท
つまらない,つまらない,"boring, dull; insignificant",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HL~a;+T`kY,"น่าเบื่อ, จืดชืด; ไม่สำคัญ, ไม่น่าสนใจ, ไม่มีสาระ",この映画はつまらないです。,ภาพยนตร์เรื่องนี้ไม่สนุกเลย
冷たい,つめたい,"cold (things, people)",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,v8vDEW[6Rh,"หนาว (สิ่งของ, ผู้คน), เย็น, อุณหภูมิต่ำ",水が冷たいです。,น้ำเย็น
強い,つよい,"strong, powerful",Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,d[wde~o@q(,"แข็งแกร่ง ทรงพลัง, แข็งแรง, มีพลัง, กำยำ",力が強いです。,ฉันมีพละกำลังแข็งแรง
手,て,hand,JLPT JLPT_5 JLPT_N5,CAHcCP96BY,"มือ, ฝ่ามือ, อุ้งมือ, หัตถ์",手で持っています。,ฉันถือด้วยมือ
テープ,テープ,tape,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,"H|,pBh(;BD","เทป, แถบกาว, เทปกาว, เทปบันทึก",テープで貼ります。,ฉันแปะด้วยเทป
テープレコーダー,テープレコーダー,tape recorder,JLPT JLPT_5 JLPT_N5,izd^3[1~Pe,"เครื่องบันทึกเทป, เครื่องอัดเทป, เครื่องเล่นเทป, เครื่องบันทึกเสียง",テープレコーダーが壊れました。,เครื่องบันทึกเทปเสียแล้ว
テーブル,テーブル,table,JLPT JLPT_5 JLPT_N5,n-.M5OZr5!,"โต๊ะ, โต๊ะอาหาร, โต๊ะวางของ, โต๊ะกาแฟ",テーブルの上に皿があります。,มีจานอยู่บนโต๊ะ
出かける,でかける,to go out; to depart,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Fx}b2N2gun,"ออกไปข้างนอก; ออกเดินทาง, ออกไป, ไปเที่ยว, ออกจาก",これから出かけます。,ฉันกำลังจะออกไปข้างนอก
手紙,てがみ,letter,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,M#PC#!OTka,"จดหมาย, สาส์น, ข้อความ, จดหมายเขียน",友達に手紙を書きます。,ฉันเขียนจดหมายถึงเพื่อน
できる,できる,to be able to (to accomplish),JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,vB~NGv+*>H,"เพื่อให้สามารถ (บรรลุผลสำเร็จ), สามารถ, ทำได้, ประสบความสำเร็จ",日本語ができます。,ฉันสามารถพูดภาษาญี่ปุ่นได้
出口,でぐち,an exit,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,sv__368x5>,"ทางออก, ประตูออก, ช่องออก, ปากทางออก",出口はどこですか。,ทางออกอยู่ที่ไหน
テスト,テスト,test,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Lhy<!{J6SG,"ทดสอบ, การสอบ, ข้อสอบ, ลองดู",テストがあります。,มีการสอบ
では,では,"then, well, so",JLPT JLPT_3 JLPT_5 JLPT_N5,NY{|SsdlKz,"งั้นก็..., ถ้าอย่างนั้น, ดังนั้น, ถ้าเช่นนั้น",では、さようなら。,ถ้าอย่างนั้น ลาก่อน
デパート,デパート,(abbr.) department store,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rd.b%pP~B0,"ห้างสรรพสินค้า (ย่อ), ห้าง, ร้านค้าใหญ่, ศูนย์การค้า",デパートで買いました。,ฉันซื้อที่ห้างสรรพสินค้า
でも,でも,"but, however",JLPT JLPT_3 JLPT_5 JLPT_N5,izQ~3T7Pp},"แต่อย่างไรก็ตาม, แต่, ทว่า, ถึงกระนั้น",雨ですが、傘は持っていません。,ฝนตก แต่ฉันไม่มีร่ม
出る,でる,"to appear, to leave",JLPT JLPT_5 JLPT_N5,A23ctPX1n^,"ปรากฏตัว, จากไป, โผล่มา, ออกไป",会議に出ます。,ฉันเข้าร่วมการประชุม
テレビ,テレビ,"television, TV",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,pQXZQB+G|d,"โทรทัศน์, ทีวี, จอโทรทัศน์, เครื่องรับโทรทัศน์",テレビを見ます。,ฉันดูโทรทัศน์
天気,てんき,weather,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,vm1l+4c[9,"สภาพอากาศ, อากาศ, ภูมิอากาศ, ดินฟ้าอากาศ",天気予報を見ます。,ฉันดูพยากรณ์อากาศ
電気,でんき,"electricity, (electric) light",Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,HsW5jIb;SC,"ไฟฟ้า, (แสงไฟฟ้า), กระแสไฟฟ้า, แสงสว่าง",電気を消します。,ฉันปิดไฟ
電車,でんしゃ,electric train,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,e?+NxLTOv,"รถไฟไฟฟ้า, รถไฟฟ้า, รถรางไฟฟ้า, ขบวนรถไฟฟ้า",電車に乗ります。,ฉันขึ้นรถไฟ
電話,でんわ,a telephone,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"Q,geq&8^pJ","โทรศัพท์, เครื่องโทรศัพท์, การโทร, โทรศัพท์บ้าน",電話をかけます。,ฉันโทรศัพท์
戸,と,door (Japanese style),JLPT JLPT_5 JLPT_N5,o.K?EMap~;,"ประตู (สไตล์ญี่ปุ่น), ประตูบ้าน, บานประตู, ประตูเลื่อน",戸を開けます。,ฉันเปิดประตู
～度,～ど,counter for occurrences; ~ degree; ~ point,JLPT JLPT_1 JLPT_5 JLPT_N5,K9|0UgYaJ_,"ตัวนับจำนวนครั้งที่เกิดขึ้น; ~ ระดับ; ~ จุด, ครั้ง, คราว, หน",二度、行きました。,ฉันไปมาสองครั้ง
ドア,ドア,door (Western style),JLPT JLPT_5 JLPT_N5,l[rk}4@PVD,"ประตู (แบบตะวันตก), บานประตู, ประตูบานพับ, ทางเข้าออก",ドアを開けてください。,กรุณาเปิดประตู
トイレ,トイレ,bathroom; toilet,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,hv_ThfFsjj,"ห้องน้ำ; ห้องสุขา, สุขา, ห้องส้วม, ห้องอาบน้ำ",トイレはどこですか。,ห้องน้ำอยู่ที่ไหน
どう,どう,"how, in what way",JLPT JLPT_5 JLPT_N5,FZt/a?Mnu^,"อย่างไร ด้วยวิธีใด, แบบไหน, เช่นไร, วิธีไหน",どうですか。,เป็นอย่างไรบ้าง
どうして,どうして,"why, for what reason",Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s<(2V@f6ff,"ทำไม ด้วยเหตุผลอะไร, เพราะเหตุใด, เหตุผลอะไร, ทำไมถึง",どうして遅れましたか。,ทำไมถึงมาสาย
どうぞ,どうぞ,"please, kindly, by all means",JLPT JLPT_5 JLPT_N5,CXiSJodxs@,"โปรดกรุณาด้วยทุกวิถีทาง, กรุณา, เชิญ, ได้โปรด",どうぞ、座ってください。,กรุณานั่งครับ/ค่ะ
動物,どうぶつ,animal,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Q~mPY;2upw,"สัตว์, สัตว์เดรัจฉาน, สัตว์โลก, สัตว์ป่า",動物園に行きます。,ฉันไปสวนสัตว์
どうも,どうも,Thank you; somehow; no matter how hard one may try,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,"Maz]_B`w,4","ขอบคุณค่ะ ไม่ว่าจะพยายามมากแค่ไหนก็ตาม ขอบคุณค่ะ, ขอบใจ, อย่างไรก็ตาม, ขอบคุณมาก",どうもありがとうございます。,ขอบคุณมากครับ/ค่ะ
十,(〜を) とお,ten (~),Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,BjWdBTc)9!,"สิบ (~), สิบอัน, จำนวนสิบ, เลขสิบ",これは十冊の本です。,นี่คือหนังสือสิบเล่ม
遠い,とおい,"far (away), distant",Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,Jl9yYXnyJ<,"ไกล, ห่างไกล, ห่าง, ไกลโพ้น",駅は遠いです。,สถานีรถไฟอยู่ไกล
十日,とおか,ten days; tenth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,g[CNT&GA2[,"สิบวัน; วันที่สิบของเดือน, สิบวันเต็ม, ครบสิบวัน, วันที่สิบ",十日に行きます。,จะไปในวันที่สิบ
～時,～とき,at the time of ~,JLPT JLPT_3 JLPT_5 JLPT_N5,bGLp[lZC.;,"ในช่วงเวลาของ ~, ณ เวลา, ตอนที่, เมื่อ",時々、映画を見ます。,บางครั้งก็ดูหนัง
時々,ときどき,sometimes,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s+W64X?THZ,"บางครั้ง, เป็นบางครั้ง, บางคราว, บางหน",時々、雨が降ります。,บางครั้งฝนก็ตก
時計,とけい,a watch; a clock,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,u/fL<ne:Cb,"นาฬิกาข้อมือ; นาฬิกาตั้งโต๊ะ, นาฬิกา, เครื่องบอกเวลา, นาฬิกาแขวน",時計は机の上にあります。,นาฬิกาวางอยู่บนโต๊ะ
どこ,どこ,"where, what place",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,h_Fa6?Ps@9,"ที่ไหน สถานที่ใด, ที่ใด, แห่งไหน, ตำแหน่งไหน",どこへ行きますか。,จะไปที่ไหน
所,ところ,place,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,J`^6YmuA-0,"สถานที่, แห่ง, ที่ตั้ง, จุด",この所はきれいです。,สถานที่แห่งนี้สวยงาม
年,とし,"year, age",JLPT JLPT_3 JLPT_5 JLPT_N5,N=hcG9wG3;,"ปี อายุ, ปีเกิด, อายุไข, วัย",今年、三十歳になります。,ปีนี้จะอายุ 30 ปี
図書館,としょかん,library,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mp0X0~7Y`^,"ห้องสมุด, หอสมุด, ห้องอ่านหนังสือ, ที่เก็บหนังสือ",図書館で本を借りました。,ยืมหนังสือที่ห้องสมุด
どちら,どちら,which (one) (way); where (polite),Genki Genki_Ln.10 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,pW(ud@AhIx,"ซึ่ง (ทางหนึ่ง) (ทาง); ที่ไหน (อย่างสุภาพ), ทางไหน, อันไหน, ที่ไหนกัน",どちらの道を行きますか。,จะไปทางไหน
どっち,どっち,"which one, which way",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,"PxI,t`JQ.N","อันไหน ทางไหน, อย่างไหน, แบบไหน, เลือกอันไหน",どっちがいいですか。,อันไหนดีกว่า
とても,とても,"very (much), greatly, exceedingly",Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,t]2-1h#)V/,"มาก, อย่างยิ่ง, อย่างเหลือล้น, อย่างมาก",とてもおいしいです。,อร่อยมาก
どなた,どなた,who,JLPT JLPT_5 JLPT_N5,Ll)TbcW$yb,"WHO, ใครกัน, ผู้ใด, ท่านใด",どなたですか。,ท่านคือใคร
隣,となり,"next to, next door to",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,GigT2yQ[2E,"ข้างๆ ติดกัน, ถัดจาก, ชิดกัน, เคียงข้าง",隣に住んでいます。,อาศัยอยู่ข้างๆ
どの,どの,which,JLPT JLPT_5 JLPT_N5,H+g1ci<Mvc,"ที่, อันใด, สิ่งไหน, รายการไหน",どの本が好きですか。,ชอบหนังสือเล่มไหน
飛ぶ,とぶ,"to fly, to hop",JLPT JLPT_5 JLPT_N5,wLF5gUV](>,"บิน, กระโดด, ลอย, กระพือปีก",鳥が飛びます。,นกกำลังบิน
止まる,とまる,to come to a halt,JLPT JLPT_5 JLPT_N5,Q+OrrzleWd,"เพื่อหยุดลง, หยุด, จอด, ชะงัก",車が止まりました。,รถยนต์จอดแล้ว
友達,ともだち,friend,Genki Genki_Ln.1 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,E)w$/p&I#O,"เพื่อน, มิตร, สหาย, เกลอ",友達と遊びます。,เล่นกับเพื่อน
土曜日,どようび,Saturday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,Q%+.*M.E9m,"วันเสาร์, เสาร์, เสาร์สัปดาห์, วันที่หก",土曜日は休みです。,วันเสาร์เป็นวันหยุด
鳥,とり,"chicken (lit., bird)",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,lc>;F##&%m,"ไก่ (แปลตรงตัวว่า นก), วิหค, ปักษา, สัตว์ปีก",鳥の声が聞こえます。,ได้ยินเสียงนกร้อง
鶏肉,とりにく,chicken meat,JLPT JLPT_5 JLPT_N5,dL<c9&FvJF,"เนื้อไก่, ไก่เนื้อ, ชิ้นไก่, เนื้อสัตว์ปีก",鶏肉を買いました。,ซื้อเนื้อไก่มา
取る,とる,to take (a class); to get (a grade),Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,bLpD3ABv2g,"เข้าเรียน (ในชั้นเรียน); ได้รับ (เกรด), เรียน, ได้รับ, เอาไป",授業を取ります。,ลงเรียนวิชา
撮る,とる,"to take (a photo), to make (a film)",JLPT JLPT_5 JLPT_N5,w7O/i=vkEI,"ถ่ายรูป, ทำหนัง, ถ่ายภาพ, บันทึกภาพ",写真を撮ります。,ถ่ายรูป
